4001,3,"15,15,5,7,15,15,15,8,4,15,15,15,11,2,15",270
4002,3,"15,8,15,12,15,15,5,15,1,15,15,10,15,2,15",288
4003,3,"9,15,15,12,15,11,15,15,4,15,1,15,15,2,15",378
4004,3,"15,15,9,6,15,15,15,4,11,15,15,15,5,7,15",378
4005,3,"15,15,7,9,15,15,15,10,6,15,15,15,2,8,15",423
4006,3,"15,5,15,1,15,15,11,15,3,15,15,4,15,8,15",360
4007,3,"15,12,15,15,9,15,10,15,15,6,15,8,15,15,5",1620
4008,3,"15,15,6,9,15,15,15,10,7,15,15,15,4,1,15",378
4009,3,"5,15,15,2,15,5,15,15,11,15,3,15,15,9,15",450
4010,3,"15,15,4,9,15,15,15,8,1,15,15,15,4,6,15",450
4011,3,"15,15,6,2,15,15,15,5,11,15,15,15,8,10,15",360
4012,3,"15,15,8,6,15,15,15,1,11,15,15,15,4,10,15",540
4013,3,"5,15,15,12,15,1,15,15,10,15,2,15,15,11,15",675
4014,3,"15,15,12,2,15,15,15,1,11,15,15,15,10,7,15",378
4015,3,"9,15,15,10,15,8,15,15,2,15,7,15,15,5,15",243
4016,3,"9,15,15,12,15,8,15,15,3,15,4,15,15,11,15",333
4017,3,"15,9,15,7,15,15,10,15,11,15,15,4,15,5,15",306
4018,3,"15,10,15,5,15,15,2,15,9,15,15,12,15,7,15",378
4019,3,"15,15,3,4,15,15,15,8,1,15,15,15,12,6,15",315
4020,3,"10,15,15,11,15,6,15,15,9,15,3,15,15,5,15",378
4021,3,"6,15,15,9,15,2,15,15,4,15,11,15,15,5,15",450
4022,3,"15,5,15,9,15,15,8,15,4,15,15,10,15,7,15",288
4023,3,"15,15,7,10,15,15,15,1,6,15,15,15,2,11,15",630
4024,3,"15,4,15,2,15,15,10,15,9,15,15,1,15,6,15",513
4025,3,"15,15,7,9,15,15,15,12,3,15,15,15,2,4,15",405
4026,3,"11,15,15,15,6,8,15,15,15,4,7,15,15,15,2",1755
4027,3,"15,15,11,15,7,15,15,9,15,6,15,15,10,15,2",1485
4028,3,"15,6,15,4,15,15,9,15,7,15,15,8,15,3,15",288
4029,3,"15,15,12,10,15,15,15,9,8,15,15,15,4,5,15",288
4030,3,"15,15,1,6,15,15,15,11,9,15,15,15,5,7,15",450
4031,3,"15,15,1,6,15,15,15,10,9,15,15,15,12,11,15",378
4032,3,"15,9,15,7,15,15,5,15,12,15,15,4,15,8,15",378
4033,3,"7,15,15,9,15,5,15,15,4,15,11,15,15,10,15",270
4034,3,"15,8,15,3,15,15,2,15,5,15,15,7,15,12,15",450
4035,3,"11,15,15,1,15,5,15,15,12,15,3,15,15,10,15",360
4036,3,"1,15,15,5,15,11,15,15,2,15,3,15,15,8,15",495
4037,3,"15,15,7,15,1,15,15,9,15,10,15,15,12,15,2",1620
4038,3,"15,8,15,7,15,15,10,15,1,15,15,9,15,6,15",216
4039,3,"15,15,5,10,15,15,15,4,2,15,15,15,3,6,15",495
4040,3,"15,15,4,5,15,15,15,2,7,15,15,15,12,9,15",495
4041,3,"15,15,1,8,15,15,15,10,7,15,15,15,6,3,15",468
4042,3,"15,15,5,9,15,15,15,8,6,15,15,15,10,4,15",288
4043,3,"9,15,15,15,1,11,15,15,15,12,10,15,15,15,1",1485
4044,3,"2,15,15,6,15,9,15,15,12,15,3,15,15,5,15",513
4045,3,"9,15,15,11,15,7,15,15,12,15,8,15,15,11,15",243
4046,3,"3,15,15,9,15,6,15,15,5,15,4,15,15,5,15",495
4047,3,"8,15,15,11,15,5,15,15,12,15,1,15,15,6,15",495
4048,3,"15,5,15,11,15,15,3,15,6,15,15,10,15,4,15",378
4049,3,"8,15,15,12,15,2,15,15,1,15,4,15,15,11,15",540
4050,3,"12,15,15,4,15,8,15,15,9,15,5,15,15,6,15",270
4051,3,"5,15,15,4,15,3,15,15,1,15,8,15,15,9,15",405
4052,3,"15,15,3,2,15,15,15,5,7,15,15,15,9,12,15",378
4053,3,"6,15,15,11,15,12,15,15,8,15,10,15,15,2,15",243
4054,3,"9,15,15,3,15,7,15,15,2,15,1,15,15,11,15",423
4055,3,"10,15,15,5,15,6,15,15,4,15,3,15,15,12,15",378
4056,3,"6,15,15,12,15,4,15,15,2,15,10,15,15,11,15",378
4057,3,"8,15,15,4,15,3,15,15,2,15,1,15,15,6,15",540
4058,3,"15,12,15,4,15,15,2,15,7,15,15,3,15,10,15",495
4059,3,"15,6,15,4,15,15,3,15,8,15,15,11,15,7,15",360
4060,3,"15,15,12,9,15,15,15,5,11,15,15,15,7,4,15",270
4061,3,"3,15,15,6,15,1,15,15,12,15,7,15,15,10,15",540
4062,3,"15,15,12,8,15,15,15,3,1,15,15,15,9,10,15",288
4063,3,"2,15,15,8,15,3,15,15,5,15,9,15,15,11,15",513
4064,3,"15,4,15,9,15,15,7,15,3,15,15,8,15,5,15",360
4065,3,"15,3,15,6,15,15,9,15,2,15,15,7,15,10,15",333
4066,3,"15,1,15,11,15,15,5,15,10,15,15,12,15,6,15",450
4067,3,"15,15,3,4,15,15,15,10,8,15,15,15,11,7,15",288
4068,3,"15,15,2,10,15,15,15,12,3,15,15,15,6,1,15",450
4069,3,"15,15,3,12,15,15,15,10,7,15,15,15,11,5,15",288
4070,3,"3,15,15,11,15,1,15,15,6,15,9,15,15,7,15",513
4071,3,"7,15,15,3,15,6,15,15,11,15,4,15,15,8,15",405
4072,3,"1,15,15,12,15,6,15,15,9,15,3,15,15,2,15",585
4073,3,"15,2,15,6,15,15,5,15,11,15,15,3,15,12,15",585
4074,3,"11,15,15,10,15,1,15,15,10,15,2,15,15,9,15",585
4075,3,"15,15,2,5,15,15,15,9,10,15,15,15,12,1,15",378
4076,3,"15,1,15,2,15,15,5,15,8,15,15,11,15,4,15",450
4077,3,"15,6,15,3,15,15,11,15,1,15,15,9,15,7,15",243
4078,3,"7,15,15,8,15,9,15,15,5,15,4,15,15,5,15",333
4079,3,"15,15,9,1,15,15,15,10,7,15,15,15,3,12,15",306
4080,3,"15,11,15,5,15,15,3,15,1,15,15,2,15,8,15",495
4081,3,"15,15,4,12,15,15,15,8,1,15,15,15,5,11,15",405
4082,3,"15,1,15,7,15,15,1,15,4,15,15,11,15,12,15",585
4083,3,"15,15,4,3,15,15,15,2,12,15,15,15,7,1,15",540
4084,3,"15,8,15,9,15,15,12,15,5,15,15,4,15,10,15",315
4085,3,"5,15,15,2,15,11,15,15,6,15,4,15,15,1,15",360
4086,3,"15,15,2,8,15,15,15,9,7,15,15,15,11,5,15",378
4087,3,"1,15,15,8,15,6,15,15,8,15,11,15,15,9,15",450
4088,3,"10,15,15,15,2,9,15,15,15,12,11,15,15,15,6",1485
4089,3,"15,15,7,15,10,15,15,12,15,5,15,15,8,15,6",1755
4090,3,"15,2,15,12,15,15,11,15,10,15,15,8,15,1,15",405
4091,3,"15,10,15,2,15,15,6,15,8,15,15,11,15,1,15",243
4092,3,"15,15,2,8,15,15,15,11,4,15,15,15,3,7,15",495
4093,3,"15,15,2,7,15,15,15,12,8,15,15,15,10,5,15",378
4094,3,"15,15,2,7,15,15,15,12,4,15,15,15,1,3,15",585
4095,3,"15,9,15,15,7,15,10,15,15,6,15,11,15,15,3",1485
4096,3,"15,1,15,6,15,15,7,15,9,15,15,11,15,12,15",405
4097,3,"15,15,8,5,15,15,15,10,7,15,15,15,6,11,15",288
4098,3,"15,15,2,12,15,15,15,11,3,15,15,15,4,6,15",495
4099,3,"15,15,7,15,9,15,15,11,15,10,15,15,8,15,12",1755
4100,3,"15,4,15,10,15,15,2,15,12,15,15,8,15,11,15",540
4101,3,"15,15,10,1,15,15,15,8,4,15,15,15,3,5,15",333
4102,3,"9,15,15,5,15,4,15,15,10,15,12,15,15,8,15",288
4103,3,"15,15,4,9,15,15,15,8,2,15,15,15,3,11,15",450
4104,3,"15,15,4,12,15,15,15,1,3,15,15,15,1,10,15",720
4105,3,"15,15,9,10,15,15,15,7,8,15,15,15,1,6,15",423
4106,3,"15,15,10,4,15,15,15,2,1,15,15,15,6,7,15",468
4107,3,"15,15,12,3,15,15,15,2,11,15,15,15,5,6,15",450
4108,3,"15,7,15,6,15,15,2,15,12,15,15,5,15,8,15",495
4109,3,"15,15,11,10,15,15,15,5,7,15,15,15,3,8,15",360
4110,3,"15,15,9,8,15,15,15,1,4,15,15,15,6,2,15",468
4111,3,"15,7,15,12,15,15,9,15,10,15,15,8,15,2,15",243
4112,3,"8,15,15,1,15,7,15,15,3,15,9,15,15,12,15",243
4113,3,"15,15,11,7,15,15,15,6,3,15,15,15,12,5,15",225
4114,3,"2,15,15,3,15,4,15,15,1,15,11,15,15,12,15",495
4115,3,"15,11,15,3,15,15,5,15,2,15,15,4,15,12,15",360
4116,3,"15,15,10,2,15,15,15,1,12,15,15,15,8,6,15",423
4117,3,"15,3,15,12,15,15,11,15,4,15,15,2,15,7,15",495
4118,3,"7,15,15,11,15,3,15,15,4,15,5,15,15,1,15",405
4119,3,"9,15,15,1,15,2,15,15,3,15,6,15,15,11,15",468
4120,3,"15,9,15,7,15,15,3,15,1,15,15,10,15,2,15",306
4121,3,"15,2,15,12,15,15,1,15,8,15,15,10,15,5,15",603
4122,3,"11,15,15,12,15,4,15,15,8,15,2,15,15,1,15",495
4123,3,"2,15,15,1,15,11,15,15,7,15,9,15,15,12,15",378
4124,3,"15,3,15,7,15,15,2,15,6,15,15,8,15,5,15",540
4125,3,"15,1,15,12,15,15,3,15,12,15,15,8,15,11,15",540
4126,3,"15,15,5,7,15,15,15,3,8,15,15,15,12,1,15",360
4127,3,"2,15,15,9,15,4,15,15,12,15,11,15,15,10,15",495
4128,3,"5,15,15,2,15,1,15,15,11,15,6,15,15,4,15",540
4129,3,"15,15,2,9,15,15,15,4,3,15,15,15,6,1,15",585
4130,3,"7,15,15,15,5,11,15,15,15,8,10,15,15,15,12",1620
4131,3,"15,15,5,11,15,15,15,7,3,15,15,15,10,8,15",288
4132,3,"10,15,15,15,3,9,15,15,15,5,12,15,15,15,5",1485
4133,3,"15,7,15,8,15,15,3,15,9,15,15,1,15,10,15",540
4134,3,"15,15,5,12,15,15,15,11,2,15,15,15,8,3,15",270
4135,3,"4,15,15,12,15,9,15,15,10,15,6,15,15,3,15",378
4136,3,"11,15,15,15,2,7,15,15,15,3,12,15,15,15,5",1485
4137,3,"15,15,2,5,15,15,15,4,11,15,15,15,3,12,15",630
4138,3,"7,15,15,15,4,12,15,15,15,2,11,15,15,15,1",1485
4139,3,"15,7,15,15,2,15,8,15,15,6,15,11,15,15,1",1755
4140,3,"8,15,15,15,1,11,15,15,15,2,9,15,15,15,4",1620
4141,3,"15,15,8,15,1,15,15,12,15,6,15,15,7,15,5",1755
4142,3,"8,15,15,15,6,9,15,15,15,7,12,15,15,15,3",1620
4143,3,"15,9,15,15,7,15,8,15,15,11,15,10,15,15,5",1755
4144,3,"7,15,15,15,4,11,15,15,15,2,8,15,15,15,10",1755
4145,3,"4,15,15,6,15,2,15,15,12,15,3,15,15,10,15",630
4146,3,"15,12,15,15,9,15,7,15,15,11,15,10,15,15,1",1620
4147,3,"15,15,7,4,15,15,15,2,6,15,15,15,1,12,15",630
4148,3,"4,15,15,10,15,3,15,15,5,15,2,15,15,11,15",630
4149,3,"10,15,15,15,4,8,15,15,15,5,11,15,15,15,9",1620
4150,3,"15,15,12,15,3,15,15,11,15,4,15,15,7,15,10",1485
4151,3,"12,15,15,15,4,11,15,15,15,5,8,15,15,15,1",1485
4152,3,"15,12,15,15,1,15,12,15,15,4,15,11,15,15,8",1215
4153,3,"2,15,15,6,15,1,15,15,3,15,10,15,15,12,15",603
4154,3,"15,10,15,4,15,15,1,15,11,15,15,2,15,12,15",603
4155,3,"12,15,15,15,3,10,15,15,15,8,7,15,15,15,2",1620
4156,3,"1,15,15,9,15,2,15,15,5,15,8,15,15,10,15",630
4157,3,"15,15,3,1,15,15,15,4,9,15,15,15,2,6,15",630
4158,3,"15,7,15,15,1,15,12,15,15,8,15,11,15,15,5",1485
4159,3,"1,15,15,12,15,2,15,15,10,15,8,15,15,6,15",630
4160,3,"8,15,15,15,3,11,15,15,15,2,9,15,15,15,5",1620
4161,3,"1,15,15,6,15,2,15,15,8,15,7,15,15,11,15",630
4162,3,"15,1,15,5,15,15,8,15,12,15,15,1,15,11,15",630
4163,3,"11,15,15,15,8,9,15,15,15,4,10,15,15,15,1",1485
4164,3,"15,15,8,15,9,15,15,11,15,10,15,15,8,15,2",1755
4165,3,"2,15,15,10,15,3,15,15,1,15,4,15,15,7,15",630
4166,3,"9,15,15,15,3,8,15,15,15,11,12,15,15,15,2",1620
4167,3,"15,15,10,15,1,15,15,8,15,3,15,15,12,15,6",1620
4168,3,"7,15,15,15,8,9,15,15,15,11,10,15,15,15,4",1755
4169,3,"8,15,15,15,4,10,15,15,15,1,11,15,15,15,9",1620
4170,3,"15,11,15,15,3,15,10,15,15,5,15,12,15,15,1",1350
4171,3,"12,15,15,15,1,8,15,15,15,6,11,15,15,15,10",1485
4172,3,"12,15,15,15,5,11,15,15,15,6,8,15,15,15,2",1485
4173,3,"9,15,15,15,12,9,15,15,15,11,10,15,15,15,8",1620
4174,3,"15,15,12,15,6,15,15,7,15,1,15,15,11,15,5",1485
4175,3,"15,15,3,6,15,15,15,2,12,15,15,15,4,1,15",630
4176,3,"10,15,15,15,1,12,15,15,15,6,8,15,15,15,7",1620
4177,3,"15,15,8,15,1,15,15,9,15,12,15,15,10,15,6",1755
4178,3,"15,15,1,6,15,15,15,2,11,15,15,15,9,8,15",603
4179,3,"15,9,15,15,5,15,10,15,15,2,15,10,15,15,3",1620
4180,3,"15,15,10,15,5,15,15,12,15,9,15,15,7,15,5",1620
4181,3,"2,15,15,10,15,1,15,15,11,15,5,15,15,8,15",675
4182,3,"2,15,15,6,15,10,15,15,4,15,1,15,15,3,15",603
4183,3,"11,15,15,15,7,12,15,15,15,1,9,15,15,15,6",1350
4184,3,"15,12,15,15,11,15,8,15,15,1,15,9,15,15,2",1620
4185,3,"12,15,15,15,2,11,15,15,15,1,10,15,15,15,9",1350
4186,3,"15,15,2,10,15,15,15,1,6,15,15,15,7,12,15",630
